age,income,tenure,district,profit15,online15,billpay15,profit16,online16,billpay16
5,6,9.5,2,-27,0,0,44,0,0
5,1,8.58,3,204,0,0,169,0,0
3,3,2.83,2,63,1,0,11,1,0
2,5,3.75,1,-31,0,0,NA,NA,NA
6,9,38.25,2,702,0,0,85,0,0
3,7,5.33,2,-63,0,0,241,0,0
2,3,5.66,2,-19,0,0,-21,0,0
7,3,6.75,2,67,0,0,130,0,0
3,9,12.75,2,79,0,0,36,1,0
3,3,0.33,2,-33,1,0,-6,1,0
6,5,39.41,2,819,0,0,120,0,0
7,6,39.66,2,545,1,0,465,1,0
5,4,34.66,2,109,0,0,604,0,0
7,1,7.16,2,14,0,0,10,0,0
2,6,11.91,2,-122,0,0,-86,0,0
3,2,5.5,2,6,0,0,-27,0,0
6,3,32.91,2,-43,0,0,190,0,0
2,6,1.75,2,474,0,0,NA,NA,NA
3,7,7.58,2,-93,1,0,-92,1,0
7,4,10.41,2,45,0,0,NA,NA,NA
5,8,26.16,2,118,0,0,130,0,0
2,1,0.58,2,-2,0,0,10,0,0
4,6,10.91,2,14,0,0,34,0,0
4,6,11.16,2,160,0,0,403,0,0
3,9,9.66,2,556,0,0,309,0,0
5,9,0.16,2,1129,0,0,-165,0,0
2,7,14.33,2,-11,0,0,701,1,0
7,2,25.16,3,-78,0,0,-23,0,0
3,7,6.91,2,11,0,0,12,0,0
2,6,4.33,2,-9,0,0,-34,0,0
2,3,2.33,2,-2,0,0,NA,NA,NA
6,8,7.25,2,15,0,0,22,1,0
4,9,11.66,2,-45,0,0,-43,0,0
4,9,3,2,80,0,0,NA,NA,NA
7,2,27.16,3,356,0,0,288,0,0
4,4,20.08,2,379,0,0,410,0,0
2,3,5.91,2,-184,0,0,-30,0,0
7,2,2.08,3,-47,0,0,NA,NA,NA
7,6,22.75,2,78,0,0,130,0,0
2,7,13.16,2,181,0,0,-25,1,0
2,9,13.25,2,399,0,0,544,0,0
5,6,26.91,2,245,0,0,47,0,0
4,6,10.16,1,-129,0,0,NA,NA,NA
4,3,20.66,3,123,0,0,70,0,0
4,9,2.66,2,183,0,0,NA,NA,NA
5,9,8.83,2,34,0,0,449,0,0
5,4,2.08,1,165,0,0,9,0,0
4,5,9.25,1,-72,0,0,18,1,0
4,6,25.66,2,184,0,0,361,0,0
2,5,3.33,2,-14,0,0,-2,1,0
3,5,6.5,1,9,0,0,NA,NA,NA
5,6,20.25,2,-66,0,0,-28,0,0
4,6,1.75,2,683,1,0,659,1,0
5,7,9,2,-57,0,0,-79,0,0
5,6,5.58,2,-2,0,0,NA,NA,NA
3,3,8.41,2,-12,0,0,303,0,0
5,4,12.75,2,-76,0,0,-64,1,0
4,6,19.91,1,194,0,0,NA,NA,NA
3,9,6.16,2,-4,1,0,NA,NA,NA
6,3,7.08,1,-37,0,0,40,1,0
4,5,5.33,3,399,0,0,385,0,0
4,2,12.16,3,3,0,0,-11,0,0
7,2,1,1,-89,0,0,-76,0,0
4,7,5.41,2,-60,0,0,-6,0,0
4,9,15.08,2,-23,0,0,NA,NA,NA
2,9,6.08,2,119,0,0,115,0,0
3,4,15.16,2,80,0,0,NA,NA,NA
4,5,5.25,2,-13,0,0,-25,0,0
4,9,2.58,2,181,0,0,333,0,0
4,7,0.75,2,-140,1,0,NA,NA,NA
5,7,22.66,2,-211,1,0,-145,1,0
3,9,12.16,2,242,0,0,203,0,0
2,9,7.66,2,70,0,0,364,0,0
1,2,1.66,2,-21,1,0,-83,1,0
6,5,7.08,2,452,1,0,NA,NA,NA
3,7,13.5,2,-135,0,0,-59,0,0
3,4,0.75,2,-5,0,0,-3,0,0
4,4,20.08,2,120,0,0,118,0,0
5,6,6,1,69,0,0,81,0,0
7,2,30.08,2,342,0,0,386,0,0
4,1,2.75,2,-3,0,0,-3,0,0
2,3,3.33,2,-33,0,0,-33,0,0
4,6,6.75,3,-5,0,0,146,0,0
4,9,17.75,2,-107,0,0,-112,0,0
2,1,5.66,2,0,0,0,26,0,0
7,7,10.16,2,264,0,0,159,0,0
2,5,5.75,2,-35,0,0,-13,0,0
4,6,3.58,2,-44,0,0,70,0,0
5,7,4.08,2,42,0,0,89,0,0
4,9,17.75,2,1017,0,0,1833,0,0
7,9,9.75,2,456,1,0,538,1,0
4,5,3.41,3,49,0,0,-68,0,0
4,1,0.58,2,236,0,0,735,0,0
5,7,6.5,2,-55,0,0,NA,NA,NA
6,6,19,1,-27,0,0,NA,NA,NA
6,4,24.83,2,392,0,0,430,0,0
6,1,7.83,1,-4,0,0,NA,NA,NA
2,7,3,2,-23,0,0,-23,0,0
6,3,19.08,2,114,0,0,108,0,0
3,7,7.5,2,-22,0,0,-20,0,0
6,1,39.5,3,-149,0,0,212,0,0
3,7,1.08,3,150,0,0,479,0,0
1,6,2.75,2,-36,0,0,NA,NA,NA
4,7,1.25,2,2062,0,0,1714,0,0
3,9,12.66,2,-119,0,0,-53,0,0
6,7,17.41,2,523,0,0,581,0,0
3,3,3,2,-29,0,0,-75,0,0
3,9,9.41,2,311,0,0,257,0,0
4,6,10.83,2,0,0,0,66,0,0
7,1,30.83,1,839,0,0,817,0,0
3,6,8.25,2,44,0,0,NA,NA,NA
2,3,13.58,2,284,1,0,40,1,0
3,1,2.08,2,-31,0,0,-25,0,0
4,6,2.25,1,-54,0,0,-103,0,0
3,8,18.41,2,30,0,0,-60,0,0
4,9,7.08,2,191,0,0,519,1,0
6,6,2.16,2,-26,0,0,NA,NA,NA
2,8,2.75,2,322,1,0,237,1,0
5,6,2.25,3,-20,0,0,NA,NA,NA
4,6,6.66,2,55,0,0,-27,0,0
2,8,6.83,2,295,1,0,1,1,0
4,9,7.33,2,246,1,0,263,1,0
4,5,8.58,2,180,0,0,NA,NA,NA
7,4,25.41,2,103,0,0,79,0,0
3,6,9.66,3,85,1,0,661,1,0
2,8,3.91,2,76,0,0,148,1,0
4,4,1.41,2,123,0,0,NA,NA,NA
6,5,34.33,1,18,0,0,-16,0,0
2,7,7.08,2,6,0,0,-14,0,0
5,7,20.08,3,118,0,0,NA,NA,NA
6,4,25.08,2,531,0,0,489,0,0
2,1,6.41,2,-41,1,0,-60,1,0
7,8,12.16,2,-8,0,0,-8,0,0
3,9,5.83,2,-29,0,0,-5,1,0
5,5,1.83,1,-104,0,0,NA,NA,NA
3,5,10,2,-56,0,0,-37,0,0
3,5,1.5,2,8,0,0,NA,NA,NA
4,6,16.66,2,11,0,0,-29,0,0
4,6,2.33,2,-16,0,0,NA,NA,NA
3,4,7.91,1,-86,0,0,54,0,0
7,6,30.66,2,817,0,0,452,0,0
3,4,5,2,-36,0,0,-32,0,0
3,7,7.83,2,-1,0,0,68,0,0
7,9,7.91,2,1020,0,0,409,0,0
4,8,9.5,2,289,0,0,458,0,0
3,8,4.08,2,242,0,0,-27,0,0
2,8,6.66,3,-16,0,0,-40,0,0
5,5,13.25,3,106,0,0,NA,NA,NA
7,1,0.75,2,-43,0,0,NA,NA,NA
4,6,1.58,2,14,0,0,NA,NA,NA
3,7,1.66,2,165,0,0,NA,NA,NA
5,5,0.75,2,14,0,0,-35,0,0
4,9,15.66,2,188,0,0,87,1,0
5,7,11.58,2,-185,0,0,-86,0,0
4,5,4.33,2,26,0,0,27,0,0
2,8,8.5,2,-31,1,0,-31,1,0
5,6,19.08,3,-95,1,0,-86,1,0
4,8,2.5,2,-127,1,0,-126,1,1
5,9,12.33,2,-74,0,0,-68,0,0
2,3,1.66,2,-16,0,0,81,1,0
4,1,2.5,3,-29,0,0,-29,0,0
2,3,6.33,2,-74,0,0,-38,0,0
3,9,7.16,2,71,0,0,-66,0,0
3,7,4,2,-19,0,0,23,0,0
2,2,3.41,3,1,0,0,1,0,0
2,6,6.75,2,881,0,0,1375,0,0
4,6,2.25,2,-167,0,0,213,1,0
6,1,3,1,-9,0,0,10,0,0
7,6,23.16,2,592,0,0,820,0,0
2,3,5.66,2,-83,0,0,NA,NA,NA
5,6,7.83,2,17,0,0,-8,0,0
5,6,29.5,2,-44,0,0,-4,0,0
2,3,0.16,2,32,1,0,14,1,0
5,6,1.66,2,-6,1,0,-30,1,0
3,6,11.33,2,-139,0,0,84,0,0
3,6,1.08,2,-3,0,0,NA,NA,NA
4,6,7.58,2,566,0,0,347,0,0
3,9,2.16,2,305,0,0,236,0,0
3,6,1.91,3,-6,0,0,NA,NA,NA
2,3,2.83,2,-13,1,0,40,1,0
3,6,8.5,2,-3,0,0,-3,0,0
7,4,14.08,2,23,0,0,NA,NA,NA
7,6,4.75,1,-126,0,0,-61,0,0
4,7,7.41,1,-4,1,0,NA,NA,NA
3,2,3,3,-30,0,0,-26,0,0
2,3,3.33,1,-30,0,0,NA,NA,NA
3,6,7.58,2,41,0,0,NA,NA,NA
7,1,7.83,3,-14,0,0,-24,0,0
7,3,16.91,1,145,0,0,236,0,0
2,7,11.66,2,-6,1,0,516,1,0
3,3,0.83,1,-35,0,0,-40,0,0
4,9,12.08,2,149,1,1,43,1,1
5,8,2.66,1,-52,0,0,-53,0,0
7,3,17.16,2,92,0,0,113,0,0
5,4,14.75,3,-119,0,0,NA,NA,NA
5,6,16.25,3,-55,0,0,-2,0,0
3,9,16.08,2,-87,0,0,119,1,0
4,9,11.58,2,-39,0,0,5,0,0
7,3,17.33,2,630,0,0,NA,NA,NA
4,9,9.83,2,247,0,0,332,0,0
5,1,25.5,1,-62,0,0,NA,NA,NA
5,5,21.83,2,597,0,0,164,0,0
6,3,10.66,2,-51,0,0,NA,NA,NA
2,3,7.58,2,-38,1,0,-32,1,0
4,7,10.08,1,-107,0,0,NA,NA,NA
3,3,0.66,2,-27,0,0,NA,NA,NA
5,6,18.16,2,-170,0,0,-150,1,0
4,8,5.33,2,-70,0,0,NA,NA,NA
6,4,27.75,2,5,0,0,24,0,0
4,9,8.66,2,-74,0,0,-53,0,0
3,1,22.16,2,-69,0,0,-70,0,0
3,6,16.75,2,151,0,0,194,0,0
2,6,1.5,2,0,0,0,NA,NA,NA
4,9,2.66,2,427,0,0,518,0,0
5,6,3.25,2,-11,0,0,109,0,0
2,3,4.16,2,-19,0,0,-3,0,0
6,9,8.75,2,986,0,0,1060,0,0
7,5,18.5,2,-55,0,0,NA,NA,NA
4,9,20.58,2,-52,0,0,-85,0,0
4,5,11.83,3,-126,0,0,-40,0,0
4,6,14.91,2,-83,0,0,-83,0,0
3,1,3.41,2,107,0,0,2,0,0
6,7,20.91,2,-35,0,0,-33,0,0
7,3,12.75,3,215,0,0,316,0,0
4,3,23.75,3,145,0,0,342,0,0
4,1,29.33,2,-43,0,0,-28,0,0
3,7,7.5,2,-93,1,0,7,1,0
4,6,11.41,2,388,0,0,NA,NA,NA
3,8,10.5,2,-38,0,0,164,1,0
4,5,1.25,2,-11,0,0,-18,0,0
4,9,6.91,2,34,0,0,27,0,0
1,6,4.08,2,-33,0,0,-111,0,0
4,6,20.58,3,346,0,0,1006,0,0
1,6,8.08,3,-26,0,0,-30,0,0
4,9,2.33,2,32,1,0,218,1,0
3,7,3.83,2,138,0,0,10,0,0
3,5,4.33,2,96,0,0,361,1,0
3,6,4.75,2,90,0,0,131,0,0
4,7,6.66,2,-77,0,0,-127,0,0
2,1,5.75,2,-75,0,0,14,0,0
7,1,3.75,3,-61,0,0,-61,0,0
2,5,13.66,2,211,0,0,293,0,0
2,6,6.5,2,161,1,1,37,1,0
2,6,0.58,2,-35,0,0,-9,0,0
5,7,25.41,3,-50,0,0,499,0,0
4,6,15,2,-20,1,0,18,1,0
5,7,20.83,2,234,0,0,684,0,0
4,9,9.75,2,-49,1,0,-275,1,0
3,9,8.66,2,556,1,1,533,1,1
5,7,27.25,2,-154,0,0,-73,0,0
3,9,19.33,2,266,0,0,196,0,0
3,5,21.91,2,127,0,0,143,0,0
3,6,1.75,2,-29,0,0,-38,0,0
3,5,3.91,1,-147,0,0,-83,0,0
7,9,2.41,2,116,0,0,122,0,0
2,4,1.66,3,-62,1,0,-49,1,0
2,9,6.58,2,-44,0,0,-32,0,0
2,4,4.66,2,440,0,0,NA,NA,NA
7,9,13.41,2,313,0,0,172,0,0
5,7,0.33,2,-20,0,0,35,0,0
4,9,8.5,2,367,0,0,559,0,0
2,7,9,2,-82,1,0,-54,1,0
6,4,23.83,2,-170,0,0,-268,0,0
6,4,21.25,2,-43,0,0,-67,0,0
1,1,2.25,2,81,0,0,-13,0,0
3,6,14.75,2,587,0,0,336,1,0
4,9,3.58,2,-20,0,0,-41,0,0
3,6,11.91,2,6,0,0,1,0,0
6,7,6.75,2,29,0,0,-76,0,0
6,9,0.41,1,658,0,0,383,0,0
5,6,6,1,-72,0,0,-133,0,0
3,5,3.16,2,-33,0,0,-33,0,0
3,8,1.33,2,224,1,0,949,1,0
2,6,14.41,2,-46,0,0,-100,0,0
4,8,18.58,2,133,1,0,39,1,0
4,5,12.58,2,75,1,0,138,1,0
7,1,1.66,2,2,0,0,-3,0,0
6,1,3.58,3,-128,0,0,-161,0,0
2,4,12.66,2,26,0,0,22,0,0
3,7,5.58,3,375,0,0,207,0,0
2,3,5.91,2,86,0,0,0,0,0
4,9,4.83,1,321,0,0,NA,NA,NA
3,9,20,2,-195,0,0,-151,0,0
5,6,15.58,2,6,0,0,NA,NA,NA
7,6,15.83,2,569,0,0,564,0,0
5,8,7.25,2,14,0,0,-90,0,0
7,5,38.5,1,-19,0,0,-43,0,0
5,4,27.75,2,-178,1,0,-172,1,0
2,4,7.41,2,182,0,0,77,0,0
3,7,24.08,2,762,0,0,909,0,0
5,6,31.41,2,-43,0,0,-17,0,0
5,5,27.66,2,-31,0,0,-18,0,0
3,6,0.58,2,377,1,0,1052,1,0
3,1,0.75,2,-61,0,0,-98,0,0
4,1,11.58,2,-24,1,0,143,1,1
7,1,40.16,1,1076,0,0,1310,0,0
4,4,17,2,-31,0,0,-40,0,0
1,6,2.66,2,-95,0,0,NA,NA,NA
3,9,14.83,2,-11,0,0,NA,NA,NA
5,7,4.33,1,-56,0,0,NA,NA,NA
1,1,2.33,2,-36,0,0,NA,NA,NA
2,9,2.91,2,496,0,0,1066,0,0
2,7,4.25,2,79,0,0,145,0,0
2,1,1.58,2,-64,0,0,178,0,0
2,6,4.58,2,346,0,0,319,1,0
3,3,6.83,2,317,1,0,598,0,0
4,7,22.16,2,-9,0,0,-103,0,0
2,9,4.66,1,-49,0,0,-53,0,0
7,3,22.08,2,-88,0,0,-128,0,0
2,9,1.66,2,1,0,0,-37,0,0
5,3,8.25,1,466,0,0,NA,NA,NA
6,6,13.66,2,-60,0,0,-61,0,0
3,9,5.16,2,258,0,0,214,0,0
3,5,7.08,3,278,0,0,206,0,0
7,9,19.33,2,39,0,0,109,0,0
1,5,11.33,2,-40,1,1,NA,NA,NA
2,4,3,2,-48,1,0,154,0,0
2,6,8.41,2,-116,0,0,-141,0,0
3,4,24.08,2,-113,0,0,18,0,0
4,6,15.75,2,235,1,0,-25,1,0
2,3,0.75,2,-12,0,0,-20,0,0
5,6,22.5,2,211,0,0,392,0,0
4,3,4.5,2,79,0,0,-2,0,0
4,5,2.75,2,-1,0,0,-23,0,0
3,3,3.41,2,-70,0,0,-178,0,0
3,6,16.5,2,390,0,0,413,0,0
2,3,3.25,3,127,0,0,46,0,0
5,7,4.91,2,279,0,0,403,0,0
3,4,0.91,2,-25,0,0,NA,NA,NA
6,5,7,2,532,0,0,121,0,0
3,4,9.5,3,357,0,0,NA,NA,NA
3,9,6.25,2,153,0,0,171,0,0
2,2,6.75,2,36,0,0,-29,0,0
1,4,1.08,2,215,0,0,160,0,0
4,9,9.16,2,719,0,0,303,1,1
4,7,13.25,2,-40,0,0,-24,0,0
1,3,1.33,2,-14,0,0,-78,1,0
3,1,4.33,1,30,0,0,NA,NA,NA
1,5,0.75,2,-31,0,0,NA,NA,NA
4,6,10.58,2,24,1,0,316,1,0
2,9,8,2,47,0,0,78,0,0
6,6,1.91,2,-42,0,0,NA,NA,NA
3,8,10.16,2,296,1,0,-167,1,0
2,8,3.83,2,175,0,0,NA,NA,NA
6,6,2,2,631,0,0,612,0,0
5,6,18.66,1,321,0,0,75,0,0
6,2,7.66,2,1264,0,0,993,0,0
3,9,19.41,2,503,0,0,1483,1,0
6,9,3.33,2,259,0,0,431,0,0
7,4,20.83,2,552,0,0,407,0,0
3,3,8.91,2,118,0,0,185,0,0
6,5,20.25,1,-173,1,0,-208,1,0
4,3,11.16,2,206,0,0,-25,0,0
4,6,7.08,2,-36,0,0,-31,0,0
2,6,1.91,2,-124,0,0,-104,0,0
3,3,2.58,2,128,0,0,141,0,0
3,9,2.58,2,220,0,0,NA,NA,NA
3,4,1.33,3,-15,0,0,-18,0,0
2,3,14.25,2,13,0,0,NA,NA,NA
4,9,11.41,3,1200,0,0,4321,0,0
2,7,9.83,3,117,0,0,-6,0,0
3,8,6.58,2,1671,1,0,NA,NA,NA
4,1,3.41,1,-71,0,0,-52,0,0
3,7,5.91,2,-21,0,0,7,0,0
3,6,6.33,2,-13,0,0,-2,0,0
3,6,13.58,2,212,0,0,354,0,0
6,7,18.66,2,-147,0,0,-120,0,0
2,4,5.33,1,-24,1,0,-20,1,1
5,6,3.5,2,437,0,0,446,0,0
5,6,9.5,2,15,0,0,-33,1,0
4,8,28.08,2,-89,0,0,95,0,0
3,2,2.16,2,-51,0,0,13,0,0
5,5,5.75,2,-20,0,0,-17,0,0
4,4,2.5,3,-4,0,0,NA,NA,NA
3,8,13.66,2,-106,0,0,-48,0,0
6,6,27,2,-139,0,0,-116,0,0
4,8,18.66,2,-39,1,0,-79,1,0
3,7,2.41,2,-205,0,0,57,0,0
3,2,1.58,2,-26,0,0,-96,1,0
5,8,23.91,1,265,0,0,395,0,0
4,7,23,2,471,0,0,459,0,0
2,7,8.08,2,-156,0,0,-93,0,0
4,5,21.25,1,140,0,0,129,0,0
7,4,5.25,1,52,0,0,48,0,0
3,5,9.66,1,19,0,0,1177,1,0
6,6,18.33,2,-80,1,0,-145,1,0
2,8,3.5,2,71,0,0,109,0,0
4,6,22.66,3,176,0,0,268,0,0
3,7,19.41,2,2,0,0,-181,0,0
3,7,4.58,2,206,0,0,190,0,0
6,9,39.25,3,1337,0,0,928,0,0
2,7,0.41,2,15,0,0,NA,NA,NA
4,9,15.66,2,1,0,0,-12,0,0
3,4,4.33,1,8,0,0,NA,NA,NA
4,6,9.66,2,917,0,0,175,1,0
3,6,11.5,2,30,0,0,75,0,0
5,1,16.16,2,31,0,0,172,0,0
5,7,6.75,1,294,0,0,170,0,0
5,7,2.16,2,-28,0,0,-29,0,0
3,3,9.41,2,-39,0,0,112,0,0
6,1,2.75,2,43,0,0,45,0,0
4,6,1.5,2,155,0,0,86,0,0
4,9,16.58,2,4,0,0,5,0,0
3,8,1.08,2,-49,0,0,NA,NA,NA
4,3,4.58,2,96,0,0,38,0,0
3,8,9.08,2,418,0,0,216,0,0
3,4,4.08,2,-25,0,0,NA,NA,NA
5,7,19.5,2,-31,0,0,-34,0,0
4,6,0.58,2,228,0,0,NA,NA,NA
5,5,21.25,2,2062,0,0,1722,0,0
3,1,0.91,2,-29,0,0,-30,0,0
7,1,22.08,2,577,0,0,748,0,0
4,8,10.5,2,935,0,0,438,0,0
2,4,1.5,1,-38,0,0,-33,0,0
4,1,40.91,2,571,0,0,660,0,0
6,3,12.5,2,72,0,0,NA,NA,NA
3,6,11.75,2,215,0,0,127,0,0
4,7,2.83,2,-82,0,0,NA,NA,NA
7,1,4.41,2,-54,0,0,-57,0,0
4,6,22.83,2,72,0,0,14,0,0
3,4,3.83,2,-89,0,0,-63,0,0
6,2,2,2,-65,0,0,NA,NA,NA
3,9,21,2,-77,0,0,1217,0,0
5,5,12.41,3,-72,0,0,140,0,0
2,4,2.5,3,15,1,0,11,1,0
4,4,22.08,2,82,0,0,289,0,0
1,7,0.33,2,-34,0,0,-36,0,0
5,5,3.91,2,-101,0,0,-108,1,0
2,7,3,2,-3,0,0,NA,NA,NA
2,7,1.58,2,10,0,0,NA,NA,NA
6,8,0.16,2,14,0,0,-4,0,0
6,3,0.41,3,15,0,0,NA,NA,NA
7,1,23.08,2,318,0,0,273,0,0
2,3,0.66,2,-49,1,0,NA,NA,NA
3,6,0.58,2,-46,0,0,NA,NA,NA
5,6,33.16,2,342,0,0,308,0,0
4,9,5.91,2,334,0,0,277,0,0
5,1,6.33,1,-4,0,0,-37,0,0
4,5,9,2,254,0,0,324,0,0
2,5,6.08,2,-15,0,0,-18,0,0
7,4,18.83,2,15,1,0,30,1,0
3,6,7.33,2,570,0,0,583,0,0
2,7,1.16,2,15,0,0,9,0,0
3,9,8,2,146,0,0,120,0,0
5,6,8.66,2,-13,0,0,-20,0,0
4,5,17.16,2,490,0,0,549,0,0
4,3,5.83,3,-188,1,1,NA,NA,NA
2,4,1.91,2,-19,0,0,-7,0,0
2,8,0.66,2,133,0,0,NA,NA,NA
4,6,27.66,1,163,0,0,164,0,0
3,6,2.08,2,149,0,0,NA,NA,NA
2,6,6.5,2,19,0,0,17,0,0
4,6,4.75,2,388,0,0,NA,NA,NA
4,9,4.41,2,-52,0,0,-80,0,0
2,2,4.33,2,-26,0,0,-29,0,0
7,1,34.83,2,1320,0,0,126,0,0
5,7,5.41,2,-68,0,0,-30,0,0
4,3,6.5,2,470,0,0,383,0,0
3,4,20.58,2,38,0,0,1,0,0
7,7,1.58,2,-202,1,0,NA,NA,NA
2,7,12.5,2,-205,0,0,-174,0,0
2,6,9,2,-36,0,0,-46,0,0
2,3,19.41,2,-34,0,0,-58,0,0
2,6,4.58,2,-33,0,0,NA,NA,NA
3,6,3.33,2,-44,0,0,-41,0,0
1,5,2.33,2,20,0,0,-32,1,1
4,7,1.25,2,102,0,0,460,0,0
7,1,11,3,223,0,0,NA,NA,NA
2,9,1.58,2,650,1,1,1319,1,1
3,6,7.41,2,-122,0,0,255,0,0
3,8,12.75,3,37,1,0,27,1,0
3,7,13.58,2,141,0,0,457,0,0
2,7,7.5,2,-32,0,0,NA,NA,NA
6,8,20.66,3,2,1,0,178,1,0
4,6,3.83,2,-1,0,0,-19,0,0
7,8,32.83,2,858,0,0,414,0,0
1,4,1.16,3,-45,1,0,3,0,0
3,7,5.91,2,-39,0,0,-116,0,0
4,6,12.58,2,-55,0,0,NA,NA,NA
2,4,3.5,1,72,0,0,65,0,0
2,4,3.83,1,-93,0,0,-91,0,0
2,8,1.75,2,514,0,0,NA,NA,NA
2,1,6.33,3,-160,0,0,NA,NA,NA
5,5,32.58,1,41,0,0,85,0,0
4,4,4.91,3,94,0,0,26,0,0
1,3,3.58,2,-64,1,0,NA,NA,NA
5,6,14.58,2,182,0,0,184,0,0
6,4,19,2,38,0,0,NA,NA,NA
7,9,30.58,2,661,0,0,139,0,0
4,9,3.91,2,44,1,1,258,1,1
4,6,3.41,3,77,0,0,50,0,0
2,4,6.66,2,-1,1,1,NA,NA,NA
4,5,14.58,1,-31,0,0,-51,0,0
4,5,14.41,2,-4,0,0,-4,0,0
5,6,7.41,2,-18,0,0,101,0,0
4,6,9.58,2,288,0,0,305,0,0
7,2,10.58,3,207,0,0,214,0,0
6,6,24,2,135,0,0,18,0,0
2,6,5.91,2,17,0,0,73,0,0
5,9,14.58,2,30,0,0,-75,0,0
4,5,2.25,3,-40,0,0,-56,0,0
5,9,19.41,2,501,0,0,493,0,0
5,4,11.25,3,-139,0,0,-77,0,0
4,9,17.91,2,-95,0,0,-111,0,0
2,5,20.16,2,147,0,0,102,0,0
3,9,15.08,2,-58,0,0,-51,0,0
4,4,6.5,2,-42,0,0,-58,1,0
7,9,21.25,3,1135,0,0,1836,0,0
4,3,0.58,2,-20,0,0,-62,1,0
3,5,15.58,2,-20,1,0,NA,NA,NA
7,3,41.16,3,1537,0,0,623,0,0
1,1,2.41,2,48,0,0,48,0,0
2,7,0.41,2,15,0,0,NA,NA,NA
2,4,3.58,1,-59,0,0,NA,NA,NA
4,8,24.08,2,-64,0,0,-117,0,0
3,3,7.75,2,-36,0,0,-45,0,0
7,8,38.75,2,190,0,0,316,0,0
6,6,0.41,3,-9,0,0,11,0,0
2,1,4.66,2,-117,0,0,NA,NA,NA
7,5,6.33,2,183,0,0,153,0,0
2,6,3.75,2,33,0,0,-3,0,0
6,6,14.91,2,196,0,0,236,0,0
4,9,7.5,2,4,0,0,437,0,0
3,3,6.08,2,80,0,0,NA,NA,NA
4,8,17.25,2,179,0,0,298,0,0
4,3,6.83,1,-49,0,0,NA,NA,NA
4,9,5.41,2,31,0,0,0,0,0
6,5,14.33,2,360,0,0,NA,NA,NA
4,1,2.33,2,-6,0,0,-9,0,0
2,6,7.66,3,110,0,0,NA,NA,NA
6,2,4.58,3,-71,0,0,-67,0,0
5,5,25.08,2,303,0,0,143,0,1
4,7,7.58,1,544,0,0,722,0,0
1,6,2.75,2,-38,0,0,NA,NA,NA
3,8,12.75,2,240,0,0,232,0,0
2,6,3.41,2,96,0,0,-14,0,0
3,3,2.08,2,-53,0,0,NA,NA,NA
3,8,8,3,767,0,0,648,0,0
3,6,15.83,2,625,0,0,659,0,0
7,2,3.41,1,70,0,0,NA,NA,NA
2,7,0.58,2,25,0,0,NA,NA,NA
3,9,7.5,2,-93,0,0,NA,NA,NA
3,3,1.91,2,-27,1,0,423,0,0
2,7,0.66,2,149,1,1,159,1,0
5,2,5.08,3,29,0,0,118,0,0
4,6,9.25,2,-33,0,0,-16,0,0
3,4,1.58,3,0,0,0,-23,0,0
4,7,9.08,2,-29,1,0,1,1,0
6,1,9.5,1,-51,1,0,NA,NA,NA
3,7,19.5,2,2,0,0,NA,NA,NA
1,2,2.5,2,-3,0,0,NA,NA,NA
1,1,2.41,2,-29,0,0,27,0,0
3,4,7.66,1,-46,0,0,-62,0,0
2,4,5.41,2,-6,0,0,15,0,0
6,1,19.41,2,238,0,0,230,0,0
2,6,13.66,2,28,0,0,-19,0,0
3,7,14.66,2,80,0,0,-32,0,0
3,4,19.08,1,78,0,0,96,0,0
4,6,4,2,179,0,0,2838,0,0
3,5,6.75,2,-67,0,0,96,0,0
2,6,4.16,2,1,0,0,-22,0,0
5,7,6.25,2,-28,0,0,13,1,0
3,7,4.58,1,-50,0,0,-46,0,0
3,2,2.75,3,3,0,0,2,0,0
7,4,9.41,2,7,0,0,-25,0,0
4,7,1.25,2,-38,0,0,NA,NA,NA
6,4,18.41,3,1033,0,0,933,0,0
4,6,15.66,2,40,0,0,29,0,0
4,5,17.25,1,90,1,0,108,1,0
3,5,7.25,2,-46,0,0,-47,0,0
4,7,13.41,3,19,0,0,30,0,0
3,6,10.75,2,7,0,0,NA,NA,NA
4,1,10,2,-28,0,0,-29,0,0
7,6,1.83,2,-79,0,0,NA,NA,NA
4,6,5.16,2,272,0,0,178,0,0
4,9,20.75,2,50,0,0,126,0,0
6,6,17.58,3,50,0,0,163,0,0
2,3,1,2,13,0,0,-51,0,0
6,3,3.5,2,-32,0,0,-64,0,0
6,6,10.16,2,146,0,0,207,0,0
5,6,11.08,3,-66,0,0,-133,0,0
7,1,9.75,3,46,0,0,NA,NA,NA
4,9,19.25,2,351,0,0,356,0,0
3,3,1.83,2,-92,0,0,NA,NA,NA
4,6,8,3,-61,0,0,-44,0,0
4,2,21.08,2,-24,0,0,-24,0,0
5,9,33.41,2,6,1,0,-58,1,0
3,5,11.25,2,-46,0,0,NA,NA,NA
4,6,7,2,4,0,0,NA,NA,NA
7,2,3.33,2,310,0,0,179,0,0
4,6,0.66,2,204,0,0,256,0,0
5,2,5.91,2,-28,0,0,74,0,0
3,6,8.41,3,221,0,0,709,0,0
6,7,2.91,2,-42,0,0,-32,0,0
4,9,2.75,2,-14,0,0,-9,0,0
1,3,1.75,2,24,0,0,18,0,0
4,6,8.08,2,218,0,0,184,0,0
2,1,3.41,2,-86,1,0,-46,1,0
3,7,12.5,2,199,0,0,189,0,0
